antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'Adventure'})	frozenset({'Action'})	0.12891096224429557	0.2858242858242858	0.12891096224429557	1.0	3.4986530172413794	0.09206507852589832	inf	0.8198653446675604
frozenset({'1980-2000', 'Adventure'})	frozenset({'Action'})	0.0710582377249044	0.2858242858242858	0.0710582377249044	1.0	3.4986530172413794	0.05074806767525127	inf	0.7688056917869724
frozenset({'High Score', 'Adventure'})	frozenset({'Action'})	0.06050922717589384	0.2858242858242858	0.06050922717589384	1.0	3.4986530172413794	0.04321422053256452	inf	0.7601732074801589
frozenset({'Drama'})	frozenset({'Romance'})	0.05142321808988476	0.07019840353173687	0.043530710197376865	0.8465185924631894	12.058943649344906	0.03992088238300262	6.058073165932243	0.96678941996097
frozenset({'Drama'})	frozenset({'1980-2000', 'Comedy'})	0.05142321808988476	0.04612304612304612	0.05093555093555094	0.9905165959570751	21.475524259924097	0.04856375547579572	100.58381458381425	1.005121968815787
frozenset({'Drama'})	frozenset({'Evening'})	0.05142321808988476	0.3277251610584944	0.056158722825389494	1.0920888445220864	3.33233139925794	0.039306040394735925	inf	0.7378525514941875
frozenset({'Drama'})	frozenset({'Afternoon'})	0.05142321808988476	0.2594774261440928	0.04852288185621519	0.9435987022710257	3.6365348473397727	0.03517971758220555	13.129530767436373	0.7643165646122431
frozenset({'Drama'})	frozenset({'Medium Score'})	0.05142321808988476	0.3747337080670414	0.06111239444572778	1.18842026453706	3.171372734700575	0.0418423812501651	inf	0.7217962173936525
frozenset({'Drama'})	frozenset({'Night'})	0.05142321808988476	0.24957008290341623	0.044737044737044734	0.869977539306214	3.4859047574339903	0.03190334793519174	5.771540648380055	0.7517898848707031
frozenset({'Drama'})	frozenset({'1980-2000', 'High Score'})	0.05142321808988476	0.3050486383819717	0.069672236338903	1.3548789618168204	4.441517815005902	0.053985653679364476	inf	0.8168571659508383
frozenset({'Drama'})	frozenset({'Comedy'})	0.05142321808988476	0.03344370011036678	0.07775724442391109	1.5121038183179436	45.21341279008856	0.076037461739403	inf	1.0308945865107344
frozenset({'Adventure', 'Medium Score'})	frozenset({'Action'})	0.049870383203716534	0.2858242858242858	0.049870383203716534	1.0	3.4986530172413794	0.0356162165407308	inf	0.7516613539359231
frozenset({'1980-2000', 'Comedy'})	frozenset({'Afternoon'})	0.04612304612304612	0.2594774261440928	0.039398372731706065	0.8542014468558708	3.2920067828232438	0.02743048343777278	5.079080401599484	0.7298990880109888
frozenset({'1980-2000', 'Comedy'})	frozenset({'Medium Score'})	0.04612304612304612	0.3747337080670414	0.058417391750725085	1.266555370061213	3.379881080339378	0.04113353164968883	inf	0.7381786501251565
frozenset({'1980-2000', 'Comedy'})	frozenset({'High Score'})	0.04612304612304612	0.48714098714098714	0.07576807576807577	1.642737896494157	3.372202175257981	0.05329964954974581	inf	0.7374723457135282
frozenset({'1980-2000', 'Comedy'})	frozenset({'Evening'})	0.04612304612304612	0.3277251610584944	0.050743050743050744	1.1001669449081803	3.3569804080798535	0.03562736802386709	inf	0.7360626989193941
frozenset({'1980-2000', 'Comedy'})	frozenset({'Drama'})	0.04612304612304612	0.05142321808988476	0.05093555093555094	1.1043405676126878	21.475524259924097	0.04856375547579572	inf	0.9995370563585579
frozenset({'1980-2000', 'Comedy'})	frozenset({'Night'})	0.04612304612304612	0.24957008290341623	0.03951387284720618	0.8567056204785753	3.432725631662033	0.028002940402519466	5.2369808195050895	0.7429535838252672
frozenset({'1980-2000', 'Thriller'})	frozenset({'High Score'})	0.0447627114293781	0.48714098714098714	0.03635686969020303	0.8122133027522936	1.6673064352871316	0.014551118257388633	2.7310721173316606	0.4189851392071804
frozenset({'Adventure', 'Sci-Fi'})	frozenset({'Action'})	0.04382587715921049	0.2858242858242858	0.04382587715921049	1.0	3.4986530172413794	0.03129937711955627	inf	0.7469096863381964
frozenset({'Romance', 'Drama'})	frozenset({'Comedy'})	0.043530710197376865	0.03344370011036678	0.03612586945920279	0.8298938679245282	24.814654634081002	0.03467004144177044	5.682077936266264	1.0033790343702718
frozenset({'Evening', 'Adventure'})	frozenset({'Action'})	0.04195220861887528	0.2858242858242858	0.04195220861887528	1.0	3.4986530172413794	0.029961248551633804	inf	0.7454489437798882
frozenset({'High Score', 'Thriller'})	frozenset({'1980-2000'})	0.04000154000154	0.600266933600267	0.03635686969020303	0.9088867500802055	1.5141376264537942	0.012345267934190194	4.387211154816796	0.35370687401787543
frozenset({'High Score', 'Crime'})	frozenset({'1980-2000'})	0.038641205307871976	0.600266933600267	0.03205769872436539	0.8296247093988708	1.3820929705772182	0.008862660903590721	2.346191545671727	0.2875717936285192
frozenset({'High Score', '1980-2000', 'Adventure'})	frozenset({'Action'})	0.034778368111701444	0.2858242858242858	0.034778368111701444	1.0	3.4986530172413794	0.024837865884040265	inf	0.7399085252353349
frozenset({'Comedy'})	frozenset({'1980-2000', 'Medium Score'})	0.03344370011036678	0.21574138240804908	0.058417391750725085	1.7467382962394473	8.096445275091916	0.051202201656074336	inf	0.9068162988214811
frozenset({'Comedy'})	frozenset({'High Score', '1980-2000', 'Drama'})	0.03344370011036678	0.069672236338903	0.028130694797361463	0.8411358403683806	12.072755010717437	0.025800597419224594	5.856121140340141	0.9489037163321217
frozenset({'Comedy'})	frozenset({'Medium Score', 'Drama'})	0.03344370011036678	0.06111239444572778	0.02824619491286158	0.8445894090560245	13.820263740542533	0.026202370319992216	6.041336049566501	0.9597397283845096
frozenset({'Comedy'})	frozenset({'High Score', 'Drama'})	0.03344370011036678	0.02878519545186212	0.0410667077333744	1.2279355333844972	42.6585789711934	0.040104024289064025	inf	1.0103478261591161
frozenset({'Comedy'})	frozenset({'Action'})	0.03344370011036678	0.2858242858242858	0.03183953183953184	0.952033768227168	3.3308358157236615	0.022280510140164664	14.889135289135268	0.7239878887072688
frozenset({'Comedy'})	frozenset({'High Score', 'Afternoon'})	0.03344370011036678	0.130656297322964	0.029657862991196323	0.8867996930161166	6.787270963481174	0.025288232965996197	7.679693861614762	0.8821683520814387
frozenset({'Comedy'})	frozenset({'1980-2000', 'Morning'})	0.03344370011036678	0.10518210518210518	0.028464361797695133	0.8511128165771297	8.09180245160116	0.024946683015007753	6.010039778081015	0.9067429800193579
frozenset({'Comedy'})	frozenset({'Evening', 'Medium Score'})	0.03344370011036678	0.12435512435512436	0.03466286799620133	1.0364543361473522	8.33463310436264	0.030503972510081183	inf	0.9104681371219363
frozenset({'Comedy'})	frozenset({'High Score', '1980-2000'})	0.03344370011036678	0.3050486383819717	0.07576807576807577	2.2655410590943976	7.426819116817571	0.0655661205869534	inf	0.8952948253724399
frozenset({'Comedy'})	frozenset({'1980-2000', 'Evening'})	0.03344370011036678	0.18813685480352146	0.050743050743050744	1.5172678434382194	8.064702926084102	0.044451058191294156	inf	0.9063133438010486
frozenset({'Comedy'})	frozenset({'1980-2000', 'Night'})	0.03344370011036678	0.1465439798773132	0.03951387284720618	1.181504221028396	8.062454848145606	0.034612899931209695	inf	0.906277573010516
frozenset({'Comedy'})	frozenset({'High Score', 'Evening'})	0.03344370011036678	0.15682349015682348	0.03983470650137317	1.1910974673829624	7.595147042014338	0.03458994872630731	inf	0.8983822046273213
frozenset({'Comedy'})	frozenset({'1980-2000', 'Afternoon'})	0.03344370011036678	0.16040399373732708	0.039398372731706065	1.1780506523407521	7.344272576341794	0.03403386966864975	inf	0.8937290837838852
frozenset({'Comedy'})	frozenset({'1980-2000', 'Drama'})	0.03344370011036678	0.027104027104027106	0.05093555093555094	1.5230237912509594	56.191789707318776	0.0500290919813006	inf	1.0161889234482424
frozenset({'Comedy'})	frozenset({'High Score', 'Night'})	0.03344370011036678	0.11899078565745233	0.0292985292985293	0.8760552570990023	7.362378962863294	0.025319037147104533	7.108080534293126	0.8940755314789093
frozenset({'Comedy'})	frozenset({'Romance', '1980-2000'})	0.03344370011036678	0.042452709119375785	0.029157362490695823	0.8718342287029931	20.53659817684239	0.027737586818034787	7.471162395314092	0.9842224853181973
frozenset({'Comedy'})	frozenset({'Afternoon'})	0.03344370011036678	0.2594774261440928	0.06488539821873156	1.940138142747506	7.4770979949142475	0.056207512993358674	inf	0.8962315727876673
frozenset({'Comedy'})	frozenset({'Night'})	0.03344370011036678	0.24957008290341623	0.06763173429840097	2.022256331542594	8.10295972985355	0.059285187289259744	inf	0.906919032502953
frozenset({'Comedy'})	frozenset({'Drama'})	0.03344370011036678	0.05142321808988476	0.07775724442391109	2.325019186492709	45.21341279008856	0.076037461739403	inf	1.0117182718405242
frozenset({'Comedy'})	frozenset({'Low Score'})	0.03344370011036678	0.13812530479197146	0.04350504350504351	1.3008442056792018	9.417855820397172	0.0388856222339278	inf	0.9247456341665895
frozenset({'Comedy'})	frozenset({'Romance', 'Drama'})	0.03344370011036678	0.043530710197376865	0.03612586945920279	1.080199539524175	24.814654634081002	0.03467004144177044	inf	0.992907741138886
frozenset({'Comedy'})	frozenset({'Medium Score'})	0.03344370011036678	0.3747337080670414	0.03251969918636585	0.9723714504988488	2.5948331563620304	0.01998721743252599	22.631166066351213	0.6358851186873027
frozenset({'Comedy'})	frozenset({'Crime'})	0.03344370011036678	0.07547290880624213	0.030389363722697058	0.908672294704528	12.039714767550798	0.027865270394124037	10.123183191810647	0.9486685400647076
frozenset({'Comedy'})	frozenset({'High Score'})	0.03344370011036678	0.48714098714098714	0.027925361258694593	0.8349961627014582	1.7140749490245535	0.01163356417328338	3.1081641570013665	0.4310094912845642
frozenset({'Comedy'})	frozenset({'Morning'})	0.03344370011036678	0.16322732989399655	0.04390287723621057	1.3127398311588643	8.042402163972092	0.038443951365419844	inf	0.9059576155242876
frozenset({'Comedy'})	frozenset({'Evening'})	0.03344370011036678	0.3277251610584944	0.08914042247375581	2.6653875671527243	8.132996436843582	0.07818008046869387	inf	0.9073905859235919
frozenset({'Comedy'})	frozenset({'1980-2000'})	0.03344370011036678	0.600266933600267	0.04612304612304612	1.3791250959324635	2.2975196845523027	0.026047898809549348	inf	0.5842887956875624
frozenset({'Comedy'})	frozenset({'Romance'})	0.03344370011036678	0.07019840353173687	0.045545545545545546	1.361857252494244	19.400117153355847	0.04319785118960363	inf	0.9812712613159551
frozenset({'Afternoon', 'Adventure'})	frozenset({'Action'})	0.03303303303303303	0.2858242858242858	0.03303303303303303	1.0	3.4986530172413794	0.023591389957756323	inf	0.7385730211817169
frozenset({'Animation'})	frozenset({'Children'})	0.03259669926336593	0.03182669849336516	0.029375529375529376	0.9011811023622046	28.315255588011173	0.02833808405619533	9.797450939549202	0.9971883993475307
frozenset({'Animation'})	frozenset({'Adventure'})	0.03259669926336593	0.12891096224429557	0.03201919868586535	0.9822834645669289	7.619859843303558	0.027817126817836928	49.168136797765904	0.8980370334471176
frozenset({'Animation'})	frozenset({'Adventure', 'Children'})	0.03259669926336593	0.029208695875362543	0.029208695875362543	0.8960629921259842	30.67795275590551	0.028256588800038233	9.340189062411277	1.0
frozenset({'Medium Score', 'Comedy'})	frozenset({'Drama'})	0.03251969918636585	0.05142321808988476	0.02824619491286158	0.8685872138910813	16.890954050616628	0.026573927329383643	7.218298995075771	0.9724195027333019
frozenset({'Medium Score', 'Comedy'})	frozenset({'1980-2000'})	0.03251969918636585	0.600266933600267	0.058417391750725085	1.7963693764798738	2.992617577159634	0.038896891638522155	inf	0.6882252521297436
frozenset({'Medium Score', 'Comedy'})	frozenset({'Evening'})	0.03251969918636585	0.3277251610584944	0.03466286799620133	1.0659037095501185	3.2524317208585316	0.024005344342775792	inf	0.7158158586691598
frozenset({'Medium Score', 'Comedy'})	frozenset({'Night'})	0.03251969918636585	0.24957008290341623	0.0262313595646929	0.8066298342541437	3.2320774384095947	0.018115415542757418	3.8807947141280486	0.7138145055606395
frozenset({'Animation', 'Adventure'})	frozenset({'Children'})	0.03201919868586535	0.03182669849336516	0.029208695875362543	0.9122244488977957	28.66223931734437	0.028189630492788352	11.030102224927207	0.9970351575166789
frozenset({'Children'})	frozenset({'Animation'})	0.03182669849336516	0.03259669926336593	0.029375529375529376	0.9229838709677419	28.315255588011173	0.02833808405619533	12.561048093334305	0.9963953224943075
frozenset({'Children'})	frozenset({'Animation', 'Adventure'})	0.03182669849336516	0.03201919868586535	0.029208695875362543	0.917741935483871	28.66223931734437	0.028189630492788352	11.767609741465948	0.9968369187721765
frozenset({'Children'})	frozenset({'Adventure'})	0.03182669849336516	0.12891096224429557	0.029208695875362543	0.917741935483871	7.11919234412884	0.025105885547523767	10.589709870755621	0.8877900545252958
frozenset({'Adventure', 'Night'})	frozenset({'Action'})	0.03157003157003157	0.2858242858242858	0.03157003157003157	1.0	3.4986530172413794	0.02254654984307714	inf	0.7374572632583287
frozenset({'Sci-Fi', 'Thriller'})	frozenset({'Action'})	0.03146736480069814	0.2858242858242858	0.025499858833192165	0.810358890701468	2.8351645780010686	0.01650572176226035	3.765933013244838	0.6683169634024364
frozenset({'Thriller', 'Medium Score'})	frozenset({'1980-2000'})	0.030107030107030107	0.600266933600267	0.025268858602191937	0.839300937766411	1.398212846295683	0.0071966039600340585	2.4874635909118683	0.29364199554833814
frozenset({'Animation', 'Children'})	frozenset({'Adventure'})	0.029375529375529376	0.12891096224429557	0.029208695875362543	0.9943206640454347	7.713235916749464	0.02542186811712748	153.3786774940633	0.896693575815896
frozenset({'Adventure', 'Children'})	frozenset({'Animation'})	0.029208695875362543	0.03259669926336593	0.029208695875362543	1.0	30.67795275590551	0.028256588800038233	inf	0.9965100600163922
frozenset({'Crime', 'Drama'})	frozenset({'High Score'})	0.028849362182695515	0.48714098714098714	0.029337029337029336	1.0169039145907472	2.0874940549735297	0.015283322564963179	inf	0.536432453700245
frozenset({'Crime', 'Drama'})	frozenset({'1980-2000'})	0.028849362182695515	0.600266933600267	0.030440697107363773	1.0551601423487544	1.757818202678831	0.013123378933633634	inf	0.44391975858458455
frozenset({'High Score', 'Drama'})	frozenset({'Night'})	0.02878519545186212	0.24957008290341623	0.02458869125535792	0.8542131074453856	3.422738404810991	0.017404767640045653	5.14744435488574	0.7288153684274816
frozenset({'High Score', 'Drama'})	frozenset({'1980-2000'})	0.02878519545186212	0.600266933600267	0.069672236338903	2.4204190815871596	4.03223790301096	0.052393435331929375	inf	0.7742867555756182
frozenset({'High Score', 'Drama'})	frozenset({'Evening'})	0.02878519545186212	0.3277251610584944	0.031172197838864504	1.0829246544806062	3.3043683645861996	0.02173856502330275	inf	0.7180392008148694
frozenset({'High Score', 'Drama'})	frozenset({'Crime'})	0.02878519545186212	0.07547290880624213	0.029337029337029336	1.019170753455194	13.503795859672781	0.02716452690572109	inf	0.9533902731892521
frozenset({'High Score', 'Drama'})	frozenset({'Afternoon'})	0.02878519545186212	0.2594774261440928	0.02801519468186135	0.9732501114578689	3.750808407192248	0.02054608625495752	27.683202219313284	0.7551272944384034
frozenset({'High Score', 'Drama'})	frozenset({'1980-2000', 'Comedy'})	0.02878519545186212	0.04612304612304612	0.028130694797361463	0.9772625947391885	21.188162467241806	0.026803033899874328	41.951882500902	0.9810433604362181
frozenset({'High Score', 'Drama'})	frozenset({'Comedy'})	0.02878519545186212	0.03344370011036678	0.0410667077333744	1.4266607222469905	42.65857897119339	0.040104024289064025	inf	1.0055016170271804
frozenset({'High Score', 'Comedy'})	frozenset({'1980-2000', 'Drama'})	0.027925361258694593	0.027104027104027106	0.028130694797361463	1.0073529411764706	37.16617229278074	0.027373805048916056	inf	1.001048452174295
frozenset({'High Score', 'Comedy'})	frozenset({'Night'})	0.027925361258694593	0.24957008290341623	0.0292985292985293	1.049172794117647	4.203920525697295	0.02232919457408904	inf	0.7840208727651797
frozenset({'High Score', 'Comedy'})	frozenset({'1980-2000', 'Evening'})	0.027925361258694593	0.18813685480352146	0.024486024486024487	0.8768382352941176	4.660640448198379	0.019232234849561578	6.5918440445803625	0.8080009317247575
frozenset({'High Score', 'Comedy'})	frozenset({'Evening'})	0.027925361258694593	0.3277251610584944	0.03983470650137317	1.4264705882352942	4.352642878038555	0.030682862985250844	inf	0.7923820821677223
frozenset({'High Score', 'Comedy'})	frozenset({'Afternoon'})	0.027925361258694593	0.2594774261440928	0.029657862991196323	1.0620404411764706	4.092997440889903	0.022411862127646287	inf	0.7773891500989157
frozenset({'High Score', 'Comedy'})	frozenset({'1980-2000'})	0.027925361258694593	0.600266933600267	0.07576807576807577	2.713235294117647	4.520047902429455	0.05900540479563948	inf	0.8011354021073283
frozenset({'High Score', 'Comedy'})	frozenset({'Drama'})	0.027925361258694593	0.05142321808988476	0.0410667077333744	1.4705882352941175	28.597748058544603	0.039630695791129725	inf	0.9927552610038813
frozenset({'1980-2000', 'Drama'})	frozenset({'Evening'})	0.027104027104027106	0.3277251610584944	0.03577936911270244	1.3200757575757573	4.027996365345113	0.02689669746470136	inf	0.7726803605706859
frozenset({'1980-2000', 'Drama'})	frozenset({'Afternoon'})	0.027104027104027106	0.2594774261440928	0.03271219937886605	1.2069128787878787	4.651321298823339	0.025679316187773363	inf	0.8068769412743314
frozenset({'1980-2000', 'Drama'})	frozenset({'Romance'})	0.027104027104027106	0.07019840353173687	0.027784194450861117	1.0250946969696968	14.602820653980386	0.02588153501887749	inf	0.9574714103844759
frozenset({'1980-2000', 'Drama'})	frozenset({'Night'})	0.027104027104027106	0.24957008290341623	0.028862195528862194	1.064867424242424	4.266807190405624	0.02209784123749371	inf	0.7869625738775339
frozenset({'1980-2000', 'Drama'})	frozenset({'High Score'})	0.027104027104027106	0.48714098714098714	0.069672236338903	2.570549242424242	5.2768075573166255	0.056468753819951166	inf	0.8330710587580817
frozenset({'1980-2000', 'Drama'})	frozenset({'Medium Score'})	0.027104027104027106	0.3747337080670414	0.03751187084520418	1.3839962121212122	3.6932792068804483	0.027355078264962508	inf	0.7495538366957422
frozenset({'1980-2000', 'Drama'})	frozenset({'Crime'})	0.027104027104027106	0.07547290880624213	0.030440697107363773	1.1231060606060606	14.880916588087988	0.028395077341459622	inf	0.9587868223856884
frozenset({'1980-2000', 'Drama'})	frozenset({'High Score', 'Comedy'})	0.027104027104027106	0.027925361258694593	0.028130694797361463	1.0378787878787878	37.16617229278074	0.027373805048916056	inf	1.0002033512517368
frozenset({'1980-2000', 'Drama'})	frozenset({'Comedy'})	0.027104027104027106	0.03344370011036678	0.05093555093555094	1.8792613636363635	56.19178970731877	0.0500290919813006	inf	1.0095671409896825
frozenset({'Adventure', 'Thriller'})	frozenset({'Action'})	0.026885860219193553	0.2858242858242858	0.026885860219193553	1.0	3.4986530172413794	0.019201228423270978	inf	0.7339074472153718
frozenset({'1980-2000', 'Adventure', 'Medium Score'})	frozenset({'Action'})	0.026269859603192936	0.2858242858242858	0.026269859603192936	1.0	3.4986530172413794	0.01876129574340606	inf	0.7334431630971994
